Tue Mar 03 08:42:54 +0000 2020	1234761152837672961	1234761152837672961	it came, it saw, it wept ..#CoronaInAfrica#coronavirusnigeria #CoronaVirusUpdates #coronavirusinlagos #CoronaOutbreak #coronavirusnigeria	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '59b27337f38d658b', 'url': 'https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json', 'place_type': 'country', 'name': 'Nigeria', 'full_name': 'Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]}, 'attributes': {}}	None	4188442097	4188442097	Abanni Samson	samsonabanni	Nigeria	Chemist▪︎poet▪︎medic▪︎SUG president▪︎mental health advocate▪︎writer▪︎Finance consultant▪︎ photographer	59b27337f38d658b	https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json	country	Nigeria	Nigeria	NG	Nigeria	NULL	Polygon	[[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 08:36:31 +0000 2020	1234759548533198849	1234759548533198849	Don’t you just love Casio Price 4kIG emdee_collections WhatsApp 08134118395#LOML #Whatsapp #MadeInLagos INEC Ni… https://t.co/Htmg7v6ueQ	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '0065f09a6666479e', 'url': 'https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json', 'place_type': 'city', 'name': 'Ibadan', 'full_name': 'Ibadan, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]}, 'attributes': {}}	None	1105367959038558208	1105367959038558208	Urban Wardrobe Doctor	emdee_mr	None	Realist||B,A English and International studies ||The Inquisitive Type|| Post Structuralist||The third International theory||Building a conscious society||	0065f09a6666479e	https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json	city	Ibadan	Ibadan, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 08:25:42 +0000 2020	1234756826740162562	1234756826740162562	See this Instagram video by @brodatomzy https://t.co/4SoQUFfhu8 #COVID19 #Covid_19 #LOML #CHELIV #CoronaOutbreak… https://t.co/KjN9Z6yZWT	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '011a942e0a0e8fb2', 'url': 'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', 'place_type': 'admin', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, 'attributes': {}}	None	1200654556239147008	1200654556239147008	Belklefzamani	belklef_zamani	Minna, Nigeria	Comedian Belklefzamani Comedy skits on Instagram @belklefzamani! please follow for more updates	011a942e0a0e8fb2	https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json	admin	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 08:23:32 +0000 2020	1234756278662107136	1234756278662107136	You never know ...🤔🤔🤔🤔 #COVID19  #coronavirusnigeria #coronavirusinlagos #CoronaOutbreak #coronavirusnigeria https://t.co/gkXyrd5a6G	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '011a942e0a0e8fb2', 'url': 'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', 'place_type': 'admin', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, 'attributes': {}}	None	246421354	246421354	6ixpanorama	iamboykelvin	in Abba's arms	Filmmaker Believer Public Relations	011a942e0a0e8fb2	https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json	admin	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 08:13:42 +0000 2020	1234753806484852736	1234753806484852736	When to use a mask👉🏾 For healthy people, wear a mask ONLY if you are taking care of a person with suspected Coron… https://t.co/6zG48nEgSJ	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	1169222952530927619	1169222952530927619	Direct Care Health	get_directcare	Lagos, Nigeria	We seek to provide health care solutions to families, loved ones of Nigerians in diaspora and Nigerians at a preferred location of choice.	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 08:03:14 +0000 2020	1234751172801683456	1234751172801683456	Declare war against #CoronaOutbreak in #Nigeria now. It's a time to act @MBuhari no time to waste.	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00611f1548c7bdef', 'url': 'https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json', 'place_type': 'city', 'name': 'Kano', 'full_name': 'Kano, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]}, 'attributes': {}}	None	1202457144072777728	1202457144072777728	Adam Ismail Ahmad	Adam_A_Thinker	💥💥	Founder Of @CADPI2020 //Political Scientist//@Amnesty Volunteer//Member  @YALINETWORK//Human Right Activist//Opinion Are My Own 🇳🇬/My Old Account Was Hacked😢	00611f1548c7bdef	https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json	city	Kano	Kano, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 07:48:46 +0000 2020	1234747530656845825	1234747530656845825	Maybe its the heat thats sparing us from corona  #CoronaOutbreak	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00e6e55734393bdb', 'url': 'https://api.twitter.com/1.1/geo/id/00e6e55734393bdb.json', 'place_type': 'admin', 'name': 'Anambra', 'full_name': 'Anambra, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.63565, 5.709232], [6.63565, 6.780523], [7.368193, 6.780523], [7.368193, 5.709232]]]}, 'attributes': {}}	None	1228488538561425409	1228488538561425409	RetroSmoke	SmokeRetro	None	Blunt dragon	00e6e55734393bdb	https://api.twitter.com/1.1/geo/id/00e6e55734393bdb.json	admin	Anambra	Anambra, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.63565, 5.709232], [6.63565, 6.780523], [7.368193, 6.780523], [7.368193, 5.709232]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 07:25:35 +0000 2020	1234741696375726080	1234741696375726080	My favorite story is that of Noah's.You can't carry everybody along.#MadeInLagos #GetWetAbuja #PORARS… https://t.co/VdnkPs21dg	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	274928658	274928658	PRINTER PLUG 🔌 OF LAGOS	DavidEccentric	None	OFFICE EQUIPMENT | COPIER/PRINTER DEALER. SON OF A THRIFT COLLECTOR.    👉 Stars Can't Shine Without DarkNess...	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 07:22:40 +0000 2020	1234740961139478528	1234740961139478528	If there’s anything I’ve come to understand with young people in relationships, is that no matter the quality and q… https://t.co/Pjelf97KA4	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '019634185ded88a2', 'url': 'https://api.twitter.com/1.1/geo/id/019634185ded88a2.json', 'place_type': 'city', 'name': 'Warri', 'full_name': 'Warri, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.680678, 5.488401], [5.680678, 5.615118], [5.88101, 5.615118], [5.88101, 5.488401]]]}, 'attributes': {}}	None	2311762228	2311762228	Pun Star 🤡 🌟	iamericardo	Warri, Nigeria	Standup Comedian, Writer, Arsenal Fan.	019634185ded88a2	https://api.twitter.com/1.1/geo/id/019634185ded88a2.json	city	Warri	Warri, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.680678, 5.488401], [5.680678, 5.615118], [5.88101, 5.615118], [5.88101, 5.488401]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 06:41:55 +0000 2020	1234730709044080642	1234730709044080642	But wait o, on a serious note; who is the Italian man that 'brought' corona virus to Nigeria? What is his name?… https://t.co/XCYlHmhJ1v	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '0053067b4c1b8a1d', 'url': 'https://api.twitter.com/1.1/geo/id/0053067b4c1b8a1d.json', 'place_type': 'city', 'name': 'Nsukka', 'full_name': 'Nsukka, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.359768, 6.805047], [7.359768, 6.884226], [7.440894, 6.884226], [7.440894, 6.805047]]]}, 'attributes': {}}	None	4855859187	4855859187	Dera	KentChidera	None	I am a human being first before I became anything else. Broadminded towards politics, a pure and a free mind.	0053067b4c1b8a1d	https://api.twitter.com/1.1/geo/id/0053067b4c1b8a1d.json	city	Nsukka	Nsukka, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.359768, 6.805047], [7.359768, 6.884226], [7.440894, 6.884226], [7.440894, 6.805047]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 02:30:43 +0000 2020	1234667489931382784	1234667489931382784	"SON OF TROUBLE " #TheMovie perfect screenplay @KenErics #nollywoodmovies 💪💖 #Nollywood #kenErics #ochicanadotalent… https://t.co/d6tLiwJ2h4	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '07d9db9d9b888000', 'url': 'https://api.twitter.com/1.1/geo/id/07d9db9d9b888000.json', 'place_type': 'poi', 'name': 'Welcome Centre Hotels Lagos', 'full_name': 'Welcome Centre Hotels Lagos', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.327517, 6.553661], [3.327517, 6.553661], [3.327517, 6.553661], [3.327517, 6.553661]]]}, 'attributes': {}}	None	1042067054440919040	1042067054440919040	Ochicanado_	ochicanado	Lagos, Nigeria	TALENT DISCOVERER* Music Promoter* Branding * EventHost * P.R.O @Bea_mediaNLTDEmail: ochicanadotalent@gmail.com  #ochicanadotalent #beamedianetworkltd	07d9db9d9b888000	https://api.twitter.com/1.1/geo/id/07d9db9d9b888000.json	poi	Welcome Centre Hotels Lagos	Welcome Centre Hotels Lagos	NG	Nigeria	NULL	Polygon	[[[3.327517, 6.553661], [3.327517, 6.553661], [3.327517, 6.553661], [3.327517, 6.553661]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 02:04:51 +0000 2020	1234660981059407875	1234660981059407875	Your body is the temple of the holy spirit,,,, living right immunizes you from... #CoronaOutbreak.so were God lives… https://t.co/YsYjfjjSao	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '000763a81141ab85', 'url': 'https://api.twitter.com/1.1/geo/id/000763a81141ab85.json', 'place_type': 'city', 'name': 'Maiduguri', 'full_name': 'Maiduguri, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[13.043291, 11.782654], [13.043291, 11.916433], [13.25503, 11.916433], [13.25503, 11.782654]]]}, 'attributes': {}}	None	4459013974	4459013974	SUPERSTAR RITWAY	ritway_official	Lekki, Nigeria	God fearing man, A humanitarian worker, a business magnet/tycoon, a fitness guru. And an afrobeat artist.🎻🎷	000763a81141ab85	https://api.twitter.com/1.1/geo/id/000763a81141ab85.json	city	Maiduguri	Maiduguri, Nigeria	NG	Nigeria	NULL	Polygon	[[[13.043291, 11.782654], [13.043291, 11.916433], [13.25503, 11.916433], [13.25503, 11.782654]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 01:15:24 +0000 2020	1234648538090475522	1234648538090475522	Bad commando freestyle sha@heisrema @DONJAZZY @thisizzlondon#MadeInLagos #PORARS #IsraElex2020 #EmiratesFACup… https://t.co/Q4ubFgHwXR	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01514512307f8d39', 'url': 'https://api.twitter.com/1.1/geo/id/01514512307f8d39.json', 'place_type': 'admin', 'name': 'Benue', 'full_name': 'Benue, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.513484, 6.442551], [7.513484, 8.163161], [9.923478, 8.163161], [9.923478, 6.442551]]]}, 'attributes': {}}	None	1212881402355539968	1212881402355539968	igalamanwithsomepower💪🔥	3ygajermaine	Kaduna, Nigeria	Rapper/mechanical engrHiphop/trap/afroinfusedUnsigned	01514512307f8d39	https://api.twitter.com/1.1/geo/id/01514512307f8d39.json	admin	Benue	Benue, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.513484, 6.442551], [7.513484, 8.163161], [9.923478, 8.163161], [9.923478, 6.442551]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 00:48:52 +0000 2020	1234641860121026562	1234641860121026562	Midnight Twitter 🌌Who's still awake?Drop your handle and RT let's follow each other 🤗#MadeInLagos #COVID19… https://t.co/K4xRcOHgr3	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	771192444004147200	771192444004147200	LADORAMASPICE	ladoramaspice	Ilupeju, Nigeria	AWERE OLADIPUPO OLUWAFEMI #PartyVendor #PrivateChef #Instructor #Consultant #08188464809 #09020097374IG :@ladoramasspice	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Mon Mar 02 23:14:53 +0000 2020	1234618207111122945	1234618207111122945	Oya show me somelove#CoronaOutbreak #MadeInLagos #EliteNetflix https://t.co/UUxJHuNlqc	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01c6b3874e737d86', 'url': 'https://api.twitter.com/1.1/geo/id/01c6b3874e737d86.json', 'place_type': 'admin', 'name': 'Jigawa', 'full_name': 'Jigawa, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.110233, 10.930046], [8.110233, 13.034336], [10.605567, 13.034336], [10.605567, 10.930046]]]}, 'attributes': {}}	None	124207344	124207344	Peace n growth	banginas	Nigeria	ғʀᴇᴇʟᴀɴᴄᴇʀ  ||ᴠɪᴅᴇᴏ ᴇᴅɪᴛɪɴɢ ||ɢʀᴀᴘʜɪᴄ ᴀʀᴛɪsᴛ  ||ʟᴏɢᴏ  ᴅᴇsɪɢɴᴇʀ   ||ᴀɴɪᴍᴇ  ||ᴘᴏsᴛᴇʀs  ||ғʟɪᴇʀs	01c6b3874e737d86	https://api.twitter.com/1.1/geo/id/01c6b3874e737d86.json	admin	Jigawa	Jigawa, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.110233, 10.930046], [8.110233, 13.034336], [10.605567, 13.034336], [10.605567, 10.930046]]]	NULL	NULL	NULL	NULL	en
Mon Mar 02 22:20:42 +0000 2020	1234604573056282625	1234604573056282625	Naija don't come again oooCure poverty first!#CoronaVirusUpdate #CoronaOutbreak #Covid_19 https://t.co/C1SAbWU6LG	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	338898078	338898078	Kemi Akinloye 🇳🇬	kemi_akinloye	Lagos/South Carolina	#Writer#Teacher#Interiordesigner#TrainingandDevelopment#HRLover of Christallinteriordecor@yahoo.com //#Foodie	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Mon Mar 02 21:40:08 +0000 2020	1234594364258734086	1234594364258734086	Dg speaks on the delay of corp members allowance for the month of February an assures them its not due to covid19 s… https://t.co/znHRLuD7xW	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	2230801162	2230801162	A-scared_black_man	rocafela77	Newark, NJ	5.8 smart & wise @Barcelonafc lover :young nigerian entrepreneur : computer xpert and programmer :explorer :traveler pure breed genius	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Mon Mar 02 21:17:33 +0000 2020	1234588679819218944	1234588679819218944	USA, Europe... Come and learn how to prepare for breakouts. We're not your mate, I repeat, we're not your mate.… https://t.co/HYtjVSMNiT	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	2597100941	2597100941	AKINTUNDE Lukman CSM	LukmanAkintunde	None	Maintenance, Quality Management/ Capability Development Auditor, EHS Professional...Interested in Governance & Patriotism.Proudly Nigerian🇳🇬	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
